step,loss,grad_norm,lr
10,2.349683240056038,0.060194019228219986,0.00017071067811865476
20,2.377270206809044,0.0862133726477623,9.128442572523417e-05
30,2.3016973733901978,0.085140161216259,1.808479557110081e-05
